Plant group,Genus,Species,Ploidy level,1C (pg),Original Reference,Paper
Angiosperm,Taraxacum,obovatum,4,2.37,"Závesky et al., 2005 (Ref. 514)",2011
Angiosperm,Nicotiana,palmerii,2,2.38,"Narayan, 1987 (Ref. 199)",1995
Algae,Boergesenia,forbesii,,2.38,"Kapruan and Nguyen, 1994 (Ref. 21)",2005
Angiosperm,Cistus,salviifolius,2,2.38,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Saxifraga,granulata,,2.38,"Redondo et al., 1996 (Ref. 453)",2005a
Angiosperm,Curcuma,oligantha,11,2.38,"Leong-Skornickova et al., 2007 (Ref. 562)",2011
Angiosperm,Lactuca,saligna,2,2.38,"Dolezalová et al., 2002 (Ref. 608)",2011
Angiosperm,Veratrum,nigrum,,2.38,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Atriplex,halimus,4,2.39,"Walker et al., 2005 (Ref. 469)",2011
Angiosperm,Silene,nutans,2,2.39,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Hernandia,nymphaeifolia,,2.39,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Cistus,albidus,2,2.39,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Vicia,pilosa,2,2.4,"Raina and Rees, 1983 (Ref. 112)",1991
Angiosperm,Pennisetum,americanum,2,2.4,"Bennett and Smith, 1987 (Ref. 164)",1995
Angiosperm,Papaver,nordhagenianum,2,2.4,"Srivastava and Lavania, 1991 (Ref. 167)",1995
Angiosperm,Piper,nigrum,8,2.4,"Samuel et al., 1986 (Ref. 180)",1995
Angiosperm,Hyoscyamus,muticus,2,2.4,"Srivastava and Lavania, 1987 (Ref. 247)",1995
Angiosperm,Cypella,aquatilis,2,2.4,"Kenton et al., 1990 (Ref. 268)",1995
Angiosperm,Vicia,disperma,2,2.4,"Callimassia and Bennett, 1992 (Ref. 269-H)",1995
Angiosperm,Dioscorea,villosa,,2.4,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Aleurites,triloba,,2.4,"Ohri, 1996 (Ref. 301)",1997
Angiosperm,Setaria,parviflora,4,2.4,"Le et al., 1998 (Ref. 330)",2000
Angiosperm,Gossypium,hirsutum,4,2.4,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Carthamus,lanatus,4,2.4,"Garnatje et al., 2006 (Ref. 536)",2011
Angiosperm,Dahlia,imperialis,4,2.4,"Temsch et al., 2008 (Ref. 597)",2011
Angiosperm,Poa,spania,4,2.41,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Cistus,heterophyllus,2,2.41,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Passiflora,nitida,2,2.41,"Souza et al., 2003 (Ref. 603)",2011
Angiosperm,Festuca,ovina,2,2.41,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Gossypium,darwinii,2,2.42,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Nicotiana,undulata,2,2.42,"Leitch et al., 2008 (Ref. 566)",2011
Angiosperm,Crambe,maritima,4,2.42,"Lysák et al., 2007 (Ref. 602)",2011
Angiosperm,Eleocharis,austriaca,,2.42,"Zedek et al., 2010 (Ref. 632)",2012
Angiosperm,Betonica,alopecuros,2,2.42,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Nicotiana,alata,2,2.43,"Narayan, 1987 (Ref. 199)",1995
Angiosperm,Nicotiana,rotundifolia,4,2.43,"Narayan, 1987 (Ref. 199)",1995
Angiosperm,Vicia,atropurpurea,2,2.43,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Catharanthus,roseus,,2.43,"Galbraith et al., 1983 (Ref. 240)",1995
Angiosperm,Sterculia,alata,,2.43,"Ohri, 1996 (Ref. 301)",1997
Angiosperm,Ranunculus,abortivus,2,2.43,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Helianthus,annuus,2,2.43,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",1982
Angiosperm,Gossypium,mustelinum,2,2.43,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Koeleria,macrantha,2,2.43,"Pecinka et al., 2006 (Ref. 533)",2011
Angiosperm,Fallopia,japonica,4,2.43,"Suda et al., 2010 (Ref. 637)",2012
Angiosperm,Phelypaea,coccinea,2,2.43,"Weiss-Schneeweiss et al., 2005 (Ref. 531)",2011
Angiosperm,Colchicum,arenarium,,2.43,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Festuca,eggleri,2,2.43,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Rumex,patientia,6,2.43,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Cola,nitida,,2.43,"Argout et al., 2011 (Ref. 646)",2012
Angiosperm,Gossypium,tomentosum,2,2.44,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Tripleurospermum,elongatum,2,2.44,"Garcia et al., 2005 (Ref. 525)",2011
Angiosperm,Festuca,inops,2,2.44,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Philodendron,pinnatafidum,,2.44,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Tripleurospermum,melanolepis,2,2.44,"Garcia et al., 2005 (Ref. 525)",2011
Angiosperm,Consolea,macracantha,6,2.44,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Festuca,airoides,2,2.44,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Poa,kirkii,4,2.45,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Senecio,lautus,4,2.45,"Lawrence, 1985 (Ref. 114)",1991
Angiosperm,Molinia,caerulea,4,2.45,"Mowforth, 1986 (Ref. 158)",1991
Angiosperm,Matricaria,discoidea,2,2.45,"Nagl and Ehrendorfer, 1974 (Ref. 32)",1976
Angiosperm,Achillea,compacta,2,2.45,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Achillea,crithmifolia,2,2.45,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Hedysarum,varium,2,2.45,"Akpinar and Yildiz, 1999 (Ref. 363)",2000
Angiosperm,Ranunculus,rhomboideus,2,2.45,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Hoodia,gordonii,,2.45,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Rhodohypoxis,deflexa,,2.45,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Arthropodium,cirrhatum,,2.45,"Zonneveld et al., 2005 (Ref. 466)",2005b
Pteridophyte,Diphasiastrum,cf. digitatum,,2.45,"Bai et al., 2012 (Ref. 20)",2012
Angiosperm,Festuca,vaginata,2,2.45,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Scorzonera,mollis,,2.45,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Cistus,symphytifolius,2,2.46,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Festuca,psammophila,2,2.46,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Consolea,picardea,6,2.46,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Consolea,millspaughii,6,2.46,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Ferula,heuffelii,2,2.46,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Ambrosia,deltoidea,,2.47,"Sliwinska et al., 2009 (Ref. 624)",2012
Angiosperm,Orobanche,lutea,2,2.47,"Weiss-Schneeweiss et al., 2005 (Ref. 531)",2011
Angiosperm,Papaver,hybridum,2,2.48,"Srivastava and Lavania, 1991 (Ref. 167)",1995
Angiosperm,Dypsis,scottiana,,2.48,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Dypsis,mananjarensis,,2.48,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Cymbopetalum,brasilience,,2.48,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Angiosperm,Ranunculus,pentandrus,2,2.48,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Cistus,parviflorus,2,2.48,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Rytidosperma,setifolium,2,2.48,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Nicotiana,attenuata,2,2.48,"Leitch et al., 2008 (Ref. 566)",2011
Angiosperm,Festuca,rupicaprina,2,2.48,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Chionochloa,vireta,6,2.49,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Buphthalmum,salicifolium,2,2.49,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Solanum,demissum,6,2.5,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Arachis,spegazinii,2,2.5,"Resslar et al., 1981 (Ref. 115)",1991
Angiosperm,Coreopsis,grandiflora,2,2.5,"Olszewska and Osiecka, 1983 (Ref. 156)",1991
Angiosperm,Oxalis,barrelierii,4,2.5,"De Azkue and Martínez, 1988 (Ref. 172)",1995
Angiosperm,Oncidium,ampliatum,2,2.5,"Albert et al., 1992 (Ref. 198)",1995
Angiosperm,Ceropegia,woodii,4,2.5,"Ulrich et al., 1988 (Ref. 248)",1995
Angiosperm,Microstylis,wallichii,,2.5,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Leontodon,hispidus,2,2.5,"Callimassia and Bennett, 1992 (Ref. 269-H)",1995
Angiosperm,Dypsis,cabadae,2,2.5,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Cattleya,bowringiana,,2.5,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Pennisetum,schweinfurthii,2,2.5,"Martel et al., 1997 (Ref. 308)",2000
Angiosperm,Hydrangea,involucrata,2,2.5,"Cerbah et al., 2001 (Ref. 397)",2005a
Angiosperm,Chionochloa,crassiuscula,6,2.5,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Gossypium,barbadense,2,2.51,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Gossypium,rotundifolium,2,2.51,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Chionochloa,macra,6,2.51,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Festuca,filiformis,2,2.51,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Poa,sublimis,4,2.51,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Gossypium,exiguum,2,2.52,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Consolea,spinosissima,6,2.52,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Melica,ciliata,,2.53,"Bennett and Smith, 1987 (Ref. 164)",1995
Angiosperm,Papaver,kerneri,2,2.53,"Srivastava and Lavania, 1991 (Ref. 167)",1995
Angiosperm,Pratia,pedunculata,4,2.53,"Murray et al., 1992 (Ref. 207)",1995
Angiosperm,Daucus,muricatus,2,2.53,"Owens, 1974 (Ref. 25)",1976
Angiosperm,Bupleurum,fruticosum,2,2.53,"Das and Mallick, 1993 (Ref. 293)",1997
Angiosperm,Crepis,aurea,2,2.53,"Brown and Jone, 1975 (Ref. 42)",1976
Angiosperm,Festuca,pallens,2,2.53,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Nuphar,luteum,,2.53,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Chionochloa,lanea,6,2.53,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Limonium,angustifolium,4,2.53,"Dolenc Koce et al., 2008 (Ref. 580)",2011
Angiosperm,Chionochloa,rigida,6,2.54,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Consolea,moniliformis,6,2.54,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Diospyros,kaki,,2.54,"Loureiro et al., 2007 (Ref. 563)",2011
Angiosperm,Coriandrum,sativum,,2.54,"Loureiro et al., 2007 (Ref. 563)",2011
Angiosperm,Consolea,nashii,6,2.55,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Yucca,kanabensis,2,2.55,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Trisetum,flavescens,,2.55,"Band, 1984 (Ref. 154)",1991
Angiosperm,Vicia,palaestina,2,2.55,"Raina and Bisht, 1988 (Ref. 189)",1995
Angiosperm,Eleusine,africana,4,2.55,"Hiremath and Salimath, 1991 (Ref. 218)",1995
Angiosperm,Dendrobium,densiflorum,2,2.55,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Jubaea,chilensis,2,2.55,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Dypsis,pilulifera,2,2.55,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Gerbera,hybrida,2,2.55,"Marie and Brown, 1993 (Ref. 290)",1997
Angiosperm,Achillea,teretifolia,2,2.55,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Cenchrus,echinatus,,2.55,"Bennett et al., 1998 (Ref. 375)",2000
Algae,Valonia,macrophysa,,2.55,"Kapruan and Nguyen, 1994 (Ref. 21)",2005
Angiosperm,Lewisia,cotyledon,,2.55,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Gossypium,pilosum,2,2.55,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Rytidosperma,unarede,4,2.55,"Murray et al., 2003 (Ref. 476)",2011
Angiosperm,Reichardia,macrophylla,2,2.55,"Siljak-Yakovev et al., 1998 (Ref. 688)",2012
Angiosperm,Gossypium,cunninghamii,2,2.56,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Chionochloa,spiralis,6,2.56,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Silene,berthelotiana,2,2.56,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Anthurium,obtusum,,2.56,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Trientalis,europaea,,2.56,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Odontostomum,hartwegii,2,2.56,"Hanson et al., 2003 (Ref. 380)",2005a
Angiosperm,Anthurium,scandens,,2.56,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Chionochloa,pallens,6,2.57,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Orobanche,rapum-genistae,2,2.57,"Weiss-Schneeweiss et al., 2005 (Ref. 531)",2011
Angiosperm,Festuca,violacea,2,2.57,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Isonandra,villosa,,2.57,"Ohri et al., 2004 (Ref. 501)",2011
Angiosperm,Chionochloa,rubra,6,2.57,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Senecio,cambrensis,6,2.58,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Rhynchostylis,retusa,,2.58,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Commelina,erecta,4,2.58,"Lewis and Kenton, 1989 (Ref. 269-E)",1995
Angiosperm,Phalaenopsis,modesta,2,2.58,"Lin et al., 2001 (Ref. 447)",2005a
Algae,Dictyosphaeria,ocellata,,2.58,"Kapruan and Nguyen, 1994 (Ref. 21)",2005
Angiosperm,Echinops,tschimganicus,2,2.58,"Garnatje et al., 2004 (Ref. 502)",2011
Angiosperm,Pultenaea,flexilis,,2.58,"Morgan & Westoby, 2005 (Ref. 526)",2011
Angiosperm,Onosma,arenaria,2,2.58,"Martonfi et al., 2008 (Ref. 623)",2012
Angiosperm,Eupatorium,cannabinum,2,2.58,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Silene,nocteolens,2,2.58,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Consolea,corallicola,6,2.58,"Negron-Ortiz, 2007 (Ref. 557)",2011
Angiosperm,Chionochloa,flavescens,6,2.59,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Bunias,orientalis,2,2.59,"Greilhuber and Obermayer, 1999 (Ref. 393)",2005a
Angiosperm,Xanthium,albinum,4,2.59,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Silene,lagunensis,2,2.6,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Festuca,polesica,2,2.6,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Tephrosia,candida,2,2.6,"Raina et al., 1986 (Ref. 183)",1995
Angiosperm,Calamus,ciliaris,2,2.6,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Reichardia,dichotoma,2,2.6,"Siljak-Yakovlev et al., 1998 (Ref. 356)",2000
Angiosperm,Koeleria,glauca,2,2.6,"Pecinka et al., 2006 (Ref. 533)",2011
Pteridophyte,Botrypus,cf. virginianus,,2.6,"Bai et al., 2012 (Ref. 20)",2012
Angiosperm,Muscari,adilii,2,2.6,"Hanson et al., 2002 (Ref. 465)",2005a
Angiosperm,Colchicum,speciosum,,2.61,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Orobanche,alsatica,2,2.61,"Weiss-Schneeweiss et al., 2005 (Ref. 531)",2011
Angiosperm,Cistus,psilosepalus,2,2.61,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Silene,pogonocalyx,2,2.62,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Limonium,pectinatum,2,2.62,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Festuca,humifusa,2,2.62,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Succisella,petteri,2,2.62,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Angiosperm,Papaver,rhoeas,2,2.63,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Vicia,pubescens,2,2.63,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Vicia,lathyroides,2,2.63,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Hyoscyamus,albus,4,2.63,"Srivastava and Lavania, 1987 (Ref. 247)",1995
Angiosperm,Tripleurospermum,maritimum,2,2.63,"Nagl and Ehrendorfer, 1974 (Ref. 32)",1976
Angiosperm,Achillea,biebersteinii,2,2.63,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Setaria,pumila,6,2.63,"Le et al., 1998 (Ref. 330)",2000
Angiosperm,Ranunculus,sphaerospermus,2,2.63,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Artemisia,frigida,2,2.63,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Festuca,pirinica,2,2.63,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Gossypium,enthyle,2,2.63,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Senecio,teneriffae,6,2.63,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Nuphar,pumila,,2.63,"Diao et al., 2006 (Ref. 626)",2012
Pteridophyte,Diphasiastrum,tristachyum,2,2.63,"Bennert et al., 2011 (Ref. 17)",2011a
Angiosperm,Oplismenus,hirtellus,6,2.64,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Hibbertia,scandens,,2.64,"Garcia S. et al., 2010 (Ref. 664)",2012
Angiosperm,Cistus,clusii,2,2.64,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Phalaenopsis,gigantea,2,2.64,"Lin et al., 2001 (Ref. 447)",2005a
Angiosperm,Asparagus,acutifolius,,2.65,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Zea,diploperennis,2,2.65,"Laurie and Bennett, 1985 (Ref. 132)",1991
Angiosperm,Collinsia,tinctoria,2,2.65,"Greenlee et al., 1984 (Ref. 148)",1991
Angiosperm,Campanula,rotundifolia,4,2.65,"Mowforth, 1986 (Ref. 158)",1991
Angiosperm,Sisyrinchium,junceum,2,2.65,"Kenton et al., 1986 (Ref. 177)",1995
Angiosperm,Guizotia,scabra,2,2.65,"Hiremath et al., 1992 (Ref. 212)",1995
Angiosperm,Lactuca,sativa,2,2.65,"Michaelson et al., 1991 (Ref. 229)",1995
Angiosperm,Dypsis,mcdonaldiana,2,2.65,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Pennisetum,setaceum,6,2.65,"Martel et al., 1997 (Ref. 308)",2000
Angiosperm,Yucca,glauca,,2.65,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Ardisia,crenata,,2.65,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Limonium,vulgare,,2.65,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Senecio,kleiniiformis,,2.65,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Zingeria,trichopoda,4,2.65,"Kotseruba et al., 2003 (Ref. 515)",2011
Angiosperm,Miscanthus,sinensis,2,2.65,"Nishiwaki et al., 2011 (Ref. 691)",2012
Angiosperm,Chionochloa,antarctica,6,2.66,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Andryala,levitomentosa,2,2.66,"Chrtek et al., 2009 (Ref. 641)",2012
Pteridophyte,Loxsoma,cunninghami,,2.66,"Obermayer et al., 2002 (Ref. 9)",2002
Angiosperm,Cistus,albanicus,2,2.67,"Ellul et al., 2002 (Ref. 404)",2005a
Angiosperm,Solanum,mammosum,2,2.68,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Papaver,fugax,2,2.68,"Srivastava and Lavania, 1991 (Ref. 167)",1995
Angiosperm,Pennisetum,glaucum,2,2.68,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Myosotis,palustris,,2.68,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Masoala,madagascariensis,2,2.68,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Arachis,batizocoi,2,2.68,"Singh et al., 1996 (Ref. 297)",1997
Angiosperm,Achillea,nobilis,2,2.68,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Achillea,erba-rotta,2,2.68,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Crepis,canariensis,2,2.68,"Brown and Jone, 1975 (Ref. 42)",1976
Angiosperm,Festuca,scariosa,2,2.68,"Seal, 1979 (Ref. 72)",1982
Angiosperm,Artemisia,fragrans,2,2.68,"Torrell and Valles, 2001 (Ref. 386)",2005a
Angiosperm,Heloniopsis,orientalis,,2.68,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Gossypium,marchantii,2,2.68,"Hendrix & Stewart, 2005 (Ref. 471)",2011
Angiosperm,Poa,acicularifolia,4,2.68,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Festuca,lenensis,2,2.68,"Huff & Palazzo, 1998 (Ref. 609)",2011
Angiosperm,Agrostis,alba,,2.68,"Sugiyama S., 2005 (Ref. 653)",2012
Angiosperm,Passiflora,quadrangularis,2,2.68,"Souza et al., 2004 (Ref. 467)",2011
Angiosperm,Echinops,ecbatanus,2,2.69,"Garnatje et al., 2004 (Ref. 502)",2011
Angiosperm,Artemisia,marschalliana,2,2.69,"Pellicer et al., 2007 (Ref. 553)",2011
Angiosperm,Chionochloa,juncea,6,2.69,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Festuca,stenantha,2,2.69,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Nicotiana,sylvestris,2,2.7,"Leitch et al., 2008 (Ref. 566)",2011
Angiosperm,Yucca,kaibabensis,2,2.7,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Vicia,macrocarpa,2,2.7,"Raina and Rees, 1983 (Ref. 112)",1991
Angiosperm,Silene,dioica,2,2.7,"Mowforth, 1986 (Ref. 158)",1991
Angiosperm,Oncidium,serratum,2,2.7,"Albert et al., 1992 (Ref. 198)",1995
Angiosperm,Veratrum,californicum,,2.7,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Silene,latifolia,2,2.7,"Costich et al., 1991 (Ref. 291)",1997
Angiosperm,Bulbophyllum,cocoinum,,2.7,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Achillea,clypeolata,2,2.7,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Hedysarum,nitidum,2,2.7,"Akpinar and Yildiz, 1999 (Ref. 363)",2000
Angiosperm,Phyllostachys,nigra,,2.7,"Hanson et al., 1999 (Ref. 377)",2000
Angiosperm,Senecio,rowleyanus,,2.7,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Yucca,harrimaniae aff. Nana,,2.7,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Cyrtochilum,serratum,,2.7,"Chase et al., 2005 (Ref. 504)",2011
Angiosperm,Sedum,hispanicum,,2.7,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Festuca,hallerii,2,2.7,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Spinifex,sericeus,2,2.71,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Aster,lanceolatus,8,2.71,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Festuca,circummediterranea,2,2.72,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Lolium,multiflorum,2,2.72,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Poa,flabellata,4,2.73,"Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)",1982
Angiosperm,Zea,mays,2,2.73,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Sisyrinchium,nudicaule,8,2.73,"Kenton et al., 1986 (Ref. 177)",1995
Angiosperm,Pintoa,chilensis,2,2.73,"Poggio et al., 1992 (Ref. 201)",1995
Angiosperm,Callitriche,brutia,,2.73,"Pijnacker and Schotsman, 1988 (Ref. 266)",1995
Angiosperm,Commelina,albescens,2,2.73,"Lewis and Kenton, 1989 (Ref. 269-E)",1995
Angiosperm,Dypsis,catatiana,2,2.73,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Dypsis,pinnatifrons,2,2.73,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Achillea,sulphurea,2,2.73,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Poa,anceps,4,2.73,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Euphrasia,rostkoviana,2,2.73,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Senecio,citriformis,,2.73,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Chionochloa,cheesemanii,6,2.74,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Eleocharis,eryhtropoda,,2.74,"Zedek et al., 2010 (Ref. 632)",2012
Angiosperm,Nicotiana,tomentosiformis,2,2.74,"Leitch et al., 2008 (Ref. 566)",2011
Angiosperm,Poa,maniototo,4,2.75,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Poa,matthewsii,4,2.75,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Lactuca,aculeata,2,2.75,"Dolezalová et al., 2002 (Ref. 608)",2011
Angiosperm,Symphytum,tuberosum,8,2.75,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Lolium,rigidum,2,2.75,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Mibora,minima,2,2.75,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Lolium,loliaceum,2,2.75,"Hutchinson et al., 1979 (Ref. 102)",1982
Angiosperm,Dendrophthoe,glabrescens,2,2.75,"Martin., 1983 (Ref. 109)",1991
Angiosperm,Lonicera,periclymenum,,2.75,"Band, 1984 (Ref. 154)",1991
Angiosperm,Senecio,crassifolius,2,2.75,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Alpinia,speciosa,,2.75,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Coelogyne,pastulata,,2.75,"Jones et al., 1998 (Ref. 307)",2000
